1.106708 cert_ms23,11.1.498295 Live,12.1.700123 cert_ms30_oct19
0D5F,0884,0952
0D60,0885,0953
0D61,0886,0954
0D62,0887,0955
0D63,0888,0956
0D64,0889,0957
0D65,088A,0958
0D66,088B,0959
0D67,088C,095A
0D68,088D,095B
0D69,088E,095C
0D6A,088F,095D
0D6B,0890,095E
0D6C,0891,095F
0D6D,0892,0960
0D6E,0893,0961
0D6F,0894,0962
0D70,0895,0963
0D71,0896,0964
0D72,0897,0965
0D73,0898,0966
0C20,0723,07F2
0C21,0724,07F3
0C2C,072F,07FE
06E1,0730,0626
0C2D,0731,07FF
0D74,0899,0967
0E41,0968,0A34
0E4E,0975,0A41
0E4F,0976,0A42
0E50,0977,0A43
0640,0557,0585
29E5,2913,328C
29E6,2914,328D
29E7,2915,328E
29E8,2916,328F
29E9,2917,3290
29EA,2918,3291
29EB,2919,3292
29EC,291A,3293
29ED,291B,3294
29EE,291C,3295
29EF,291D,3296
29F0,291E,3297
28CA,291F,3298
29F1,2920,3299
29F2,2921,329A
29F3,2922,329B
29F4,2923,329C
29F5,2924,329D
29F6,2925,329E
29F7,2926,329F
29F8,2928,32A0
29F9,2929,32A1
29FB,292B,32A2
29FC,292C,32A3
29FD,292D,32A4
29E1,290F,327C
29E2,2910,327D
29E3,2911,327E
364C,359C,3280
364D,359D,3281
364E,359E,3282
364F,359F,3283
3650,35A0,3284
3651,35A1,3285
3652,35A2,3286
28DF,35A4,3288
3653,35A5,3289
2D33,2C59,3383
2D34,2C5A,3384
3693,4336,35DC
3694,4337,35DD
3695,4338,35DE
3696,4339,35DF
3697,433A,35E0
3698,433B,35E1
3699,433C,35E2
369A,433D,35E3
369B,433E,35E4
369C,433F,35E5
369D,4340,35E6
369E,4341,35E7
369F,4342,35E8
36A0,4343,35E9
36A1,3C79,35EA
36A2,4344,35EB
2A09,293B,32B2
36A3,4345,35EC
36A4,4346,35ED
30C1,300A,33B2
36A5,4347,35EE
36A6,4348,35EF
36A7,4349,35F0
36A8,434A,35F1
2CCD,2BEA,34F8
01EF,0102,0120
0443,035C,0381
2CCE,2BEB,360B
2CCF,2BEC,34F6
2CD4,2BF1,360F
2CD5,2BF2,34F9
2CD6,2BF3,3610
2CD7,2BF4,3597
2CD8,2BF5,34FA
2CD9,2BF6,3598
2CDB,2BF8,3611
3665,42F9,35AD
3666,42FA,35AE
3667,42FB,35AF
3668,3AFE,345C
2B84,2AC5,35B0
2B85,2AC6,35B1
2B86,2AC7,35B2
2B87,2AC8,35B3
2B83,2AC4,35B4
3669,42FC,35B5
366A,42FD,35B6
366B,42FE,35B7
366C,42FF,35B8
366D,4300,35B9
366E,4301,35BA
366F,4302,35BB
3670,4303,35BC
3671,4304,35BD
3672,4305,35BE
3673,4306,35BF
3674,4307,35C0
2E74,2D13,35C1
3675,4308,35C2
3676,4309,35C3
3677,430A,35C4
3678,430B,35C5
15C8,0DAE,1312
3679,430C,35C6
255A,1BF5,2264
373B,3C6C,366E
373C,3C6D,366F
373D,3C6E,3670
373E,3C6F,3671
373F,3C70,3672
3740,3C71,3673
3741,3C72,3674
3742,3C73,3675
3743,3C74,3676
3744,3C75,3677
3745,3C76,3678
3746,3C77,3679
3747,3C78,367A
3748,3C7A,367B
3749,3C7B,367C
374A,3C7C,367D
374B,3C7D,367E
374C,3C7E,367F
374D,3C7F,3680
374E,3C80,3681
374F,3C81,3682
3750,3C82,3683
3751,3C83,3684
3752,3C84,3685
3753,3C85,3686
3754,3C86,3687
372D,3C5E,3660
372E,3C5F,3661
372F,3C60,3662
3730,3C61,3663
3731,3C62,3664
3732,3C63,3665
3733,3C64,3666
3734,3C65,3667
3735,3C66,3668
3736,3C67,3669
3737,3C68,366A
3738,3C69,366B
3739,3C6A,366C
373A,3C6B,366D
3814,3D65,3746
3815,3D66,3747
2CB0,2BCC,3CB6
2CB1,2BCD,3CB7
2CB2,2BCE,3CB8
2CB3,2BCF,3CB9
06B4,0EB7,05F9
2CB4,2BD0,3CBA
2CB5,2BD1,3CBB
2CB6,2BD3,3CBC
2CB7,2BD4,3CBD
2CB8,2BD5,3CBE
2CB9,2BD6,3CBF
2CBA,2BD7,3CC0
2CBB,2BD8,3CC1
2CBC,2BD9,3CC2
2CBD,2BDA,3CC3
2CBE,2BDB,3CC4
2B0B,2A49,3C87
2B0C,2A4A,3C88
2B0D,2A4B,3C89
2B0E,2A4C,3C8A
2B0F,2A4D,3C8B
2B10,2A4E,3C8C
2B11,2A4F,3C8D
2B12,2A50,3C8E
2B13,2A51,3C8F
2B14,2A52,3C90
2B15,2A53,3C91
2B16,2A54,3C92
2B17,2A55,3C93
2B18,2A56,3C94
2B19,2A57,3C95
2B1A,2A58,3C96
2B1B,2A59,3C97
2B1C,2A5A,3C98
2B1D,2A5B,3C99
2B1E,2A5C,3C9A
2B1F,2A5D,3C9B
2B21,2A5F,3C9C
2B25,2A63,3C9D
2B26,2A64,3C9E
2B27,2A65,3C9F
2852,289F,3CA0
2CA3,2BBF,3CA1
2CA4,2BC0,3CA2
2CA5,2BC1,3CA3
251D,1BB2,2224
15CE,0DB6,1318
2854,28A1,3CA4
2CA6,2BC2,3CA5
3859,3B11,346F
385A,3B12,3470
385B,3B13,3471
385C,3B14,3472
385D,3B15,3473
385E,3B16,3474
385F,3B17,3475
3860,3B18,3476
3861,3B19,3477
3862,3B1A,3478
3863,3B1B,3479
3864,3B1C,347A
3865,3B1D,347B
2CD1,2BEE,34F7
383D,3AED,344B
383E,3AEE,344C
383F,3AEF,344D
3840,3AF0,344E
3841,3AF1,344F
3842,3AF2,3450
3843,3AF3,3451
3844,3AF4,3452
3845,3AF5,3453
3846,3AF6,3454
3847,3AF7,3455
3848,3AF8,3456
3849,3AFA,3458
384A,3AFB,3459
36AA,3AFC,345A
384B,3AFD,345B
384C,3AFF,345D
384D,3B00,345E
384E,3B01,345F
384F,3B02,3460
3850,3B03,3461
38D1,3BE5,352B
38D2,3BE6,352C
38D3,3BE7,352D
38D4,3BE8,352E
38D5,3BE9,352F
38D6,3BEA,3530
38D7,3BEB,3531
38D8,3BEC,3532
19B5,0EE5,1442
38D9,3BED,3533
38DA,3BEE,3534
38DB,3BEF,3535
38DC,3BF0,3536
38DD,3BF1,3537
38DE,3BF2,3538
38DF,3BF3,3539
38E0,3BF4,353A
2CF4,2C1A,3596
38AE,3BC2,3508
38AF,3BC3,3509
38B0,3BC4,350A
38B1,3BC5,350B
38B2,3BC6,350C
38B3,3BC7,350D
38B4,3BC8,350E
38B5,3BC9,350F
38B6,3BCA,3510
38B7,3BCB,3511
38B8,3BCC,3512
38B9,3BCD,3513
38BA,3BCE,3514
38BB,3BCF,3515
38BC,3BD0,3516
38BD,3BD1,3517
38BE,3BD2,3518
38BF,3BD3,3519
38C0,3BD4,351A
38C1,3BD5,351B
19E8,0F18,1475
19E9,0F19,1476
19EA,0F1A,1477
19E7,0F17,1474
19C7,0EF7,1454
19C8,0EF8,1455
19C9,0EF9,1456
19CA,0EFA,1457
19CB,0EFB,1458
19CC,0EFC,1459
218C,1755,1C28
218D,1756,1C29
218E,1757,1C2A
218F,1758,1C2B
1306,0B41,0FEC
1307,0B42,0FED
2197,1760,1C33
2168,1731,1C04
2169,1732,1C05
216A,1733,1C06
216B,1734,1C07
216C,1735,1C08
216D,1736,1C09
216E,1737,1C0A
215D,1726,1BF9
215E,1727,1BFA
215F,1728,1BFB
2160,1729,1BFC
2161,172A,1BFD
2162,172B,1BFE
2163,172C,1BFF
393C,4C65,480C
393E,4C67,480E
3940,4C69,4810
3942,4C6B,4812
3944,4C6D,4814
3946,4C6F,4816
3947,4C70,4817
3949,4C72,4819
394B,4C74,481B
394D,4C76,481D
394F,4C78,481F
3951,4C7A,4821
3953,4C7C,4823
39C4,4AF2,484B
39C5,4AF3,484C
39C6,4AF4,484D
39C3,43B2,39AE
39CC,4C93,4853
39CB,4C92,4852
2BAB,2AEC,4855
2BAC,2AED,4856
2BAD,2AEE,4857
3375,316D,3D48
3376,316E,3D49
3377,316F,3D4A
3975,4119,3805
3976,411A,3806
3977,411B,3807
023A,014D,016B
3978,411C,380B
023B,014E,016C
337C,3177,3826
337D,3178,3827
337E,3179,3828
337F,317A,3829
337A,3175,3824
337B,3176,3825
3957,3D6A,378E
3958,3D6B,378F
3959,3D6C,3790
395A,3D6D,3791
3956,3D69,378D
39CE,3ABA,381A
39CF,3ABB,381B
39D0,3ABC,381C
329B,308D,37EB
329C,308E,37EC
329D,308F,37ED
398D,4C7E,4834
398E,4C7F,4835
398F,4C80,4836
3990,4C81,4837
3992,3E9F,3A49
3993,3EA0,3A4A
3994,3EA1,3A4B
39D2,3AC2,3D55
39D3,3AC3,3D56
39D4,3AC4,3D57
39D6,4C95,4863
39D7,4C96,4864
39D8,4C97,4865
3989,412D,3D4C
398A,412E,3D4D
398B,412F,3D4E
39E2,4CA1,486F
39E3,4CA2,4870
39E4,4CA3,4871
39E6,3EC8,4454
39E7,3EC9,4455
33AD,31AB,39DA
33AE,31AC,39DB
33AF,31AD,39DC
39ED,4CA5,4873
39EE,4CA6,4874
39F5,4CAD,487B
39F6,4CAE,487C
39FA,4CB2,4880
39FB,4CB3,4881
39FD,3ED6,445F
39FE,3ED7,4460
39FF,3ED8,4461
3A00,3ED9,4462
3A01,3EDA,4463
02A4,01B8,01D6
1A81,1057,15D6
0E1C,0940,0A0F
05F1,0508,0536
0580,0499,04BF
1A83,1059,15D8
1A84,105A,15D9
1360,0B90,103D
05EB,0502,052A
3096,2F44,3752
3097,2F45,3753
288D,28DA,3395
1478,0C98,1146
0448,0361,0386
0445,035E,0383
0449,0362,0387
2223,18EA,1CBC
03DA,02F3,0318
03DB,02F4,0319
03EC,0305,032A
03A9,02C2,02E7
0498,03B1,03D6
1EB8,0FB1,150F
1DEB,0FB2,1510
1DEC,0FB3,1511
1DED,0FB4,1512
0E28,094F,0A1B
1EDA,1006,1564
05E8,04FF,0527
1C30,0FC4,1522
1C31,0FC5,1523
1361,0B91,103E
0405,031E,0343
05EA,0501,0529
05F0,0507,052F
142A,0C4A,0543
05FE,0515,0530
135F,0B8F,10FF
1431,0C51,0530
191F,0E49,13AC
03DE,02F7,031C
1C34,0FCB,1529
1C33,0FCC,152A
1EC5,0FCD,152B
22DD,18F4,1D80
05E3,04FA,0522
066B,0582,05B0
1C36,0FCF,152D
05F6,050D,053B
0635,054C,057A
05F7,050E,053C
22DE,18F5,1D81
03FF,0318,033D
1EC9,0FD7,1535
0677,058E,05BC
0678,058F,05BD
0679,0590,05BE
067A,0591,05BF
067B,0592,05C0
1C40,0FD8,1536
0602,0519,0547
1ECA,0FD9,1537
0604,051B,0549
0606,051D,054B
0EDF,09DB,0B3A
060E,0525,0553
0603,051A,0548
1C44,0FDA,1538
060F,0526,0554
0610,0527,0555
0611,0528,0556
1C45,0FDB,1539
0624,053B,0569
1ECB,0FE1,153F
0E57,097E,0A4A
22E1,18F8,1D84
05E0,04F7,051F
0410,0329,034E
22E2,18F9,1D85
041C,0335,035A
041B,0334,0359
041F,0338,035D
22E3,18FA,1D86
1928,0E52,13B5
1ED9,1005,1563
1C4B,0FE3,1541
1C51,0FEC,154A
0634,054B,0579
1ED4,0FEF,154D
1C55,0FEE,154C
1C72,1239,1769
0637,054E,057C
253B,1BD3,2242
0691,05A8,05D6
1C76,1003,1561
1C75,1002,1560
0687,059E,05CC
1ED5,0FF0,154E
0662,0579,05A7
0674,058B,05B9
1C5B,0FF1,154F
2037,1651,1AC9
0642,0559,0587
0684,059B,05C9
0643,055A,0588
0644,055B,0589
1C5D,0FF2,1550
202F,1649,1AC1
2027,1641,1AB9
2026,1640,1AB8
2501,18FB,1EA1
1C5F,1230,1760
2032,164C,1AC4
064E,0565,0593
1ED6,0FF4,1552
1ED7,0FF5,1553
0650,0567,0595
0651,0568,0596
0652,0569,0597
1C61,0FF6,1554
1C68,0FFB,1559
1C6A,0FFC,155A
1C69,0FFD,155B
202E,1648,1AC0
0688,059F,05CD
0460,0379,039E
057F,0498,04BE
057B,0494,04BA
22E4,18FC,1D87
22E5,18FD,1D88
0494,03AD,03D2
0496,03AF,03D4
22E6,18FE,1D89
0497,03B0,03D5
0499,03B2,03D7
22EA,1902,1D8D
22EB,1903,1D8E
043E,0357,037C
057A,0493,04B9
0636,054D,057B
05E4,04FB,0523
03FE,0317,033C
066D,0584,05B2
066C,0583,05B1
22EC,1904,1D8F
2038,1652,1ACA
1C3F,1004,1562
0641,0558,0586
0676,058D,05BB
0685,059C,05CA
0645,055C,058A
22ED,1905,1D90
046D,0386,03AB
046E,0387,03AC
066F,0586,05B4
2039,1653,1ACB
066A,0581,05AF
0689,05A0,05CE
068E,05A5,05D3
22EE,1906,1D91
0480,0399,03BE
04B0,03C9,03EE
0482,039B,03C0
0463,037C,03A1
0431,034A,036F
1A3E,1017,1575
0446,035F,0384
0447,0360,0385
044C,0365,038A
048B,03A4,03C9
2535,1BCD,223C
2536,1BCE,223D
2537,1BCF,223E
252A,1BBF,2231
252B,1BC0,2232
252C,1BC1,2233
252D,1BC2,2234
252E,1BC3,2235
252F,1BC4,2236
2530,1BC5,2237
2531,1BC6,2238
2532,1BC7,2239
253C,1BD4,2243
253D,1BD5,2244
253E,1BD6,2245
253F,1BD7,2246
06E3,2932,0628
311D,2F78,31B3
294F,2C04,31CE
2950,2C05,31CF
2184,174D,1C20
2185,174E,1C21
2186,174F,1C22
19CE,0EFE,145B
2951,2C06,31D0
2952,2C07,31D1
2953,2C08,31D2
2954,2C09,31D3
2955,2C0A,31D4
06C8,0EBD,060D
25DF,1C0E,228C
312D,2F88,31D7
312E,2F89,31D8
312F,2F8A,31D9
28D6,2F8B,31DA
2A6D,29A5,31DB
295B,29AD,31DC
3135,2F92,31E5
1425,0C45,10F3
293E,2947,31EF
2887,28D4,31F0
293F,2948,31F1
313E,2F9B,31F2
313F,2F9C,31F3
2886,28D3,3212
1ADD,10B3,15A9
314E,2FB4,3213
3154,2FBB,321F
2871,28BE,3260
2872,28BF,3261
0D5D,0882,0950
13F0,0C11,10BF
146B,0C8B,1139
13EF,0C10,10BE
13F6,0C17,10C5
13FF,0C20,10CE
2873,28C0,3262
145F,0C7F,112D
13E4,0C05,10B3
13E5,0C06,10B4
13E6,0C07,10B5
2CDC,2BF9,3263
310E,2F69,319F
310F,2F6A,31A0
0E13,0937,0A06
2D37,2C5D,3268
2D38,2C5E,3269
2888,28D5,3390
0D5C,0881,094F
0D59,087E,094C
0481,039A,03BF
201E,1638,1AB0
21BF,1788,1C5B
21C0,1789,1C5C
201F,1639,1AB1
1C73,123A,176A
2020,163A,1AB2
1C2F,1217,1747
06C6,0EBB,060B
1C74,123B,176B
2023,163D,1AB5
2024,163E,1AB6
2025,163F,1AB7
1C41,1221,1751
1C42,1222,1752
2028,1642,1ABA
1C5A,122E,175E
0625,053C,056A
2029,1643,1ABB
202A,1644,1ABC
202D,1647,1ABF
1C4D,0FEA,1548
1C2C,1215,1745
1C59,122D,175D
1C5C,122F,175F
1C60,1231,1761
064F,0566,0594
2033,164D,1AC5
2034,164E,1AC6
04AE,03C7,03EC
0495,03AE,03D3
2035,164F,1AC7
04A2,03BB,03E0
0D53,0878,0946
2036,1650,1AC8
03A6,02BF,02E4
0D5E,0883,0951
04AF,03C8,03ED
203A,1654,1ACC
048A,03A3,03C8
044A,0363,0388
21A1,176A,1C3D
21A2,176B,1C3E
21A3,176C,1C3F
21A4,176D,1C40
21B4,177D,1C50
21B5,177E,1C51
21A5,176E,1C41
21A6,176F,1C42
21A7,1770,1C43
21A8,1771,1C44
21A9,1772,1C45
21AA,1773,1C46
21AB,1774,1C47
21AC,1775,1C48
21C1,178A,1C5D
21C2,178B,1C5E
21C3,178C,1C5F
21C4,178D,1C60
21C5,178E,1C61
03A4,02BD,02E2
03A5,02BE,02E3
03A7,02C0,02E5
03A8,02C1,02E6
03D9,02F2,0317
03E9,0302,0327
03EA,0303,0328
03EB,0304,0329
03ED,0306,032B
03FD,0316,033B
0404,031D,0342
0408,0321,0346
040F,0328,034D
0419,0332,0357
041A,0333,0358
041D,0336,035B
041E,0337,035C
047B,0394,03B9
045F,0378,039D
0461,037A,039F
0462,037B,03A0
047C,0395,03BA
042D,0346,036B
042E,0347,036C
042F,0348,036D
0430,0349,036E
0432,034B,0370
0433,034C,0371
0434,034D,0372
043D,0356,037B
043F,0358,037D
0440,0359,037E
0444,035D,0382
044B,0364,0389
0464,037D,03A2
046A,0383,03A8
046B,0384,03A9
046C,0385,03AA
02A2,01B6,01D4
047E,0397,03BC
047F,0398,03BD
0489,03A2,03C7
0493,03AC,03D1
04A1,03BA,03DF
04A3,03BC,03E1
04B1,03CA,03EF
04B2,03CB,03F0
04B3,03CC,03F1
058E,04A7,04CD
058F,04A8,04CE
0590,04A9,04CF
0593,04AA,04D2
191E,0E48,13AB
1920,0E4A,13AD
1921,0E4B,13AE
1922,0E4C,13AF
1926,0E50,13B3
1927,0E51,13B4
1929,0E53,13B6
192A,0E54,13B7
192C,0E56,13B9
192D,0E57,13BA
192E,0E58,13BB
192F,0E59,13BC
1989,0EB3,1416
198A,0EB4,1417
198B,0EB5,1418
198C,0EB6,1419
198D,0EB8,141A
1974,0E9E,1401
1975,0E9F,1402
1976,0EA0,1403
1978,0EA2,1405
1979,0EA3,1406
197A,0EA4,1407
197B,0EA5,1408
197C,0EA6,1409
1986,0EB0,1413
1987,0EB1,1414
1988,0EB2,1415
19FB,0F2B,1488
19FC,0F2C,1489
19FD,0F2D,148A
19FE,0F2E,148B
19FF,0F2F,148C
1A00,0F30,148D
1A13,0F43,14A0
19F7,0F27,1484
19F8,0F28,1485
19F9,0F29,1486
19FA,0F2A,1487
1944,0E6E,13D1
1945,0E6F,13D2
1946,0E70,13D3
1947,0E71,13D4
1948,0E72,13D5
18DE,0E07,136B
193C,0E66,13C9
193D,0E67,13CA
193E,0E68,13CB
193F,0E69,13CC
1940,0E6A,13CD
1941,0E6B,13CE
18FA,0E24,1387
18FB,0E25,1388
18FC,0E26,1389
1A77,104D,15CC
1A78,104E,15CD
1A79,104F,15CE
1A7A,1050,15CF
1A7B,1051,15D0
1A7C,1052,15D1
1A7D,1053,15D2
1A7E,1054,15D3
1A80,1056,15D5
1A74,104A,4222
1A75,104B,4223
1A76,104C,15CB
3191,3006,33AE
3192,3007,33AF
3193,3008,33B0
3194,3009,33B1
3195,300B,33B3
3186,2FFB,33A2
3187,2FFC,33A3
3188,2FFD,33A4
3189,2FFE,33A5
318A,2FFF,33A6
318B,3000,33A8
318C,3001,33A9
318D,3002,33AA
318E,3003,33AB
318F,3004,33AC
3190,3005,33AD
19B2,0EE2,143F
19B3,0EE3,1440
19B4,0EE4,1441
19B6,0EE6,1443
19BE,0EEE,144B
19AA,0EDA,1437
19AB,0EDB,1438
19AC,0EDC,1439
19B1,0EE1,143E
1411,0C32,10E0
1412,0C33,10E1
1C2B,1214,1744
1C2D,1216,1746
1C32,1218,1748
1C35,1219,1749
1C38,121A,174A
1C3C,121E,174E
0626,053D,056B
1C4A,1223,1753
1C4C,1224,1754
1C4E,1225,1755
1C4F,1226,1756
1C50,1227,1757
1C54,1229,1759
1C6E,1235,1765
0D52,0877,0945
05E2,04F9,0521
1C77,123C,176C
0670,0587,05B5
1C79,123D,176D
1C7A,123E,176E
1479,0C99,1147
147A,0C9A,1148
1D9E,1396,1897
1D9F,1397,1898
1BC8,11BB,16EA
1BCB,11BE,16ED
1DEA,140A,18E3
1DEE,140B,18E4
1DC9,13E9,18C2
1DCC,13EC,18C5
1DE2,1402,18DB
1DF5,140F,18E8
1EB7,0FB0,FFFFFFFF
1EC0,0FC3,FFFFFFFF
1EC1,0FC6,1524
0E0E,0932,0A01
1EC6,0FD4,FFFFFFFF
1ECC,0FE2,FFFFFFFF
1ECF,0FE6,FFFFFFFF
1ED2,0FE9,FFFFFFFF
1ED3,0FEB,FFFFFFFF
1ED8,0FFA,1558
1EDD,1009,FFFFFFFF
1EE1,100D,156B
1E74,14DC,1969
1A35,100E,156C
05DF,04F6,051E
05F4,050B,0539
05F8,050F,053D
05FF,0516,0544
062C,0543,0571
062E,0545,0573
0631,0548,0576
0632,0549,0577
0661,0578,05A6
0663,057A,05A8
0668,057F,05AD
0669,0580,05AE
066E,0585,05B3
0675,058C,05BA
0686,059D,05CB
0690,05A7,05D5
1F19,151B,19A5
1F3E,1540,19CB
1F2C,152E,19B8
1F2E,1530,19BA
1F78,1589,1A06
2445,17FF,FFFFFFFF
2448,1802,FFFFFFFF
069B,05AC,05E0
20D7,1693,1B6C
2138,16FD,FFFFFFFF
2139,16FE,1BD5
213A,16FF,1BD6
213C,1705,FFFFFFFF
213D,1706,FFFFFFFF
2141,170A,FFFFFFFF
2142,170B,FFFFFFFF
2107,16CC,1BA0
212A,16EF,1BC3
2128,16ED,1BC1
2129,16EE,1BC2
2145,170E,1BE1
2146,170F,1BE2
2147,1710,1BE3
2148,1711,1BE4
2149,1712,1BE5
214A,1713,1BE6
18E5,0E0E,1372
1B21,10EB,163D
214B,1714,1BE7
214C,1715,1BE8
1D74,134B,186C
214D,1716,1BE9
1D61,1338,1859
1D62,1339,185A
1D63,133A,185B
1D64,133B,185C
1D66,133D,185E
1D67,133E,185F
1D68,133F,1860
1D69,1340,1861
1D6A,1341,1862
1D6B,1342,1863
1D6C,1343,1864
1D6D,1344,1865
1D6E,1345,1866
1D6F,1346,1867
1D70,1347,1868
1D4A,1321,1841
1D46,131D,183D
1D47,131E,183E
1D48,131F,183F
1D49,1320,1840
1B26,10F0,1642
1D71,1348,1869
1D72,1349,186A
0E25,094C,0A18
1B27,10F1,1643
029C,01B0,01CE
1D73,134A,186B
1D75,134C,186D
06C7,0EBC,060C
3211,193C,1ED7
1BD6,11C9,16F8
1FBF,15D9,1A50
1FD9,15F3,1A6A
203B,1655,1ACD
1FD2,15EC,1A63
1CBE,128E,17B3
1CBF,128F,17B4
1CC0,1290,17B5
1CC9,1299,17BE
1CCA,129A,17BF
1CCB,129B,17C0
1CCC,129C,17C1
1CCD,129D,17C2
1A04,0F34,1491
1CCE,129E,17C3
1CFB,12CB,17F0
1CFC,12CC,17F1
1CFD,12CD,17F2
1CF5,12C5,17EA
1CF6,12C6,17EB
1CFA,12CA,17EF
24E6,18AB,1E86
24E7,18AC,1E87
24ED,18B2,1E8D
24F8,18EB,1E98
24F9,18EC,1E99
24FA,18ED,1E9A
24FB,18EE,1E9B
24FC,18EF,1E9C
24FD,18F0,1E9D
266E,1CA0,231E
266F,1CA1,231F
026A,017D,019B
2666,1C98,2316
2667,1C99,2317
2668,1C9A,2318
2669,1C9B,2319
266A,1C9C,231A
266B,1C9D,231B
266C,1C9E,231C
266D,1C9F,231D
1B6C,1136,1688
18E0,0E09,136D
18E1,0E0A,136E
18E2,0E0B,136F
18E3,0E0C,1370
18E4,0E0D,1371
18E6,0E0F,1373
18E7,0E10,1374
18E8,0E11,1375
18E9,0E12,1376
18EA,0E13,1377
18EB,0E14,1378
0E1E,0942,0A11
3359,3151,3C2A
335A,3152,3C2B
3281,3073,37D7
3282,3074,37D8
3290,3082,3801
3291,3083,3802
3299,308B,37E9
32C6,30B9,37E0
32C7,30BA,37E1
32CF,30C2,384E
32D0,30C3,384F
32D1,30C4,3850
32D2,30C5,3851
32D3,30C6,3852
32D4,30C7,3853
32D5,30C8,3854
32E8,30DE,386A
32E9,30DF,386B
3301,30F8,3883
3312,3109,3894
3313,310A,3895
3321,3118,38A3
3322,3119,38A4
332B,3122,4624
332C,3123,4625
332D,3124,4626
345A,325C,46A7
345B,325D,46A8
345C,325E,46A9
2C01,2B62,46AA
3471,3273,46BD
3612,4C4E,47F5
3613,4C4F,47F6
0ED8,09D4,0B6E
0ED9,09D5,0B6F
0D4B,0870,093E
0D54,0879,0947
0D58,087D,094B
0EDA,09D6,0B70
0D5B,0880,094E
0EDE,09DA,0B73
0D51,0876,0944
0D75,089A,0968
0D76,089B,0969
0D77,089C,096A
0D78,089D,096B
0E42,0969,0A35
0E55,097C,0A48
29FE,292E,32A5
2A00,2930,32A7
2A02,2934,32A9
284E,289B,32AA
284F,289C,32AB
15B4,0DA6,1309
2A1F,2954,32CA
15B8,0DAA,130D
2A52,2987,32FC
2A53,2988,32FD
2A6B,29A3,3315
2A6C,29A4,3316
25E0,1C0F,228D
25E2,1C11,228F
2A6E,29A6,3317
25E1,1C10,228E
2A6F,29A7,3318
25E5,1C14,2292
25E6,1C15,2293
25E7,1C16,2294
2A72,29AA,331B
295A,29AB,331C
2A73,29AC,331D
2A74,29AE,331E
2A76,29B4,3320
1430,0C50,10FE
2A8E,29CC,332D
2A8F,29CD,332E
2A90,29CE,332F
2A91,29CF,3330
2AA5,29E3,3344
2AAA,29E8,3349
2AAF,29ED,334E
2AB4,29F2,3353
2AB5,29F3,3354
2ABE,29FC,335D
2AC3,2A01,3362
3654,35A6,328A
3655,35A7,328B
371D,4389,364F
371E,438A,3650
36AB,3B21,347F
36AC,434B,35F2
36BF,435E,3615
36C0,435F,3616
36C9,4368,361F
36CE,436D,3624
36D3,3D31,3629
36D4,3D32,362A
36D5,3D33,362B
2E7D,2D1C,362C
36D6,3D34,362D
36D7,3D35,362E
36DA,4372,3631
36DB,3B55,34B7
36DC,3B54,34B6
36DD,3D39,3632
1AD9,10AF,15A5
30D2,300C,33B4
36E0,4373,3634
13E3,0C04,10B2
2CDD,2BFA,3612
2CDE,2BFB,3613
2CDF,2BFC,3614
2579,3CD2,2283
3687,4316,35D0
3688,4317,35D1
367A,430D,35C7
367B,430E,35C8
367C,3B06,3464
367D,3B09,3467
367E,3B07,3465
367F,3B08,3466
2203,4319,1C9C
368A,431A,35D3
368B,431B,35D4
368C,431C,35D5
368D,431D,35D6
2208,431E,1CA1
368E,431F,35D7
3680,430F,35C9
3681,4310,35CA
3682,4311,35CB
3683,4312,35CC
3684,4313,35CD
3685,4314,35CE
3812,3D63,3744
3813,3D64,3745
3755,3B25,3483
3756,3C87,3688
3757,3C88,3689
3758,3C89,368A
1A4D,1026,1583
3796,3CC6,36C8
1A49,1021,157F
3797,3CC7,36C9
3798,3CC8,36CA
37AD,3CE7,36DB
1A4E,1027,1584
37D7,3D23,370E
37E7,3D2C,3716
37EC,3D38,371B
37ED,3D3B,371C
37F2,3D40,3721
37F7,3D45,3726
37FC,3D4A,372B
3801,3D4F,3730
3806,3D54,3735
380B,3D59,373A
3761,3C92,3693
2D31,2C57,3D23
2D32,2C58,3D24
06C4,0EB9,0609
06C5,0EBA,060A
2CBF,2BDC,3CC5
2CE0,2BFD,3CD4
2CE1,2BFE,3CD5
2CE2,2BFF,3CD6
2CE7,2C0D,3CDB
2CE8,2C0E,3CDC
2CE9,2C0F,3CDD
2CEA,2C10,3CDE
2CFE,2C24,3CEF
2D03,2C29,3CF4
2D08,2C2E,3CF9
2D0D,2C33,3CFE
2D12,2C38,3D03
2D17,2C3D,3D08
2D1C,2C42,3D0D
2D21,2C47,3D12
2CA8,2BC4,3CAB
2CA9,2BC5,3CAC
2CA7,2BC3,3CA6
2CAB,2BC7,3CAE
2CAC,2BC8,3CAF
285A,28A7,3CB0
2CAD,2BC9,3CB1
2856,28A3,3CA7
2857,28A4,3CA8
2858,28A5,3CA9
2859,28A6,3CAA
3866,3B1E,347C
3868,3B20,347E
3869,3B22,3480
386B,3B26,3484
386C,3B27,3485
387E,3B47,34A9
3883,3B4C,34AE
3884,3B4D,34AF
3889,3B52,34B4
388A,3B53,34B5
388B,3B56,34B8
3853,3B0B,3469
3854,3B0C,346A
3855,3B0D,346B
3851,3B04,3462
3852,3B05,3463
375E,3B0A,3468
38E1,3BF5,353B
38E2,3BF6,353C
38E3,3BF7,353D
38E4,3BF8,353E
38E5,3BF9,353F
38E6,3BFA,3540
